CMDLINE /home/dragonly/anaconda3/envs/grpc_test/bin/python greeter_server.py
MEM 2023.460938 1637737164.3093
MEM 2024.492188 1637737164.4096
MEM 2024.750000 1637737164.5100
MEM 2025.265625 1637737164.6105
MEM 2025.265625 1637737164.7113
MEM 2025.265625 1637737164.8119
MEM 2025.265625 1637737164.9126
MEM 2025.507812 1637737165.0132
MEM 2025.507812 1637737165.1140
MEM 2025.507812 1637737165.2144
MEM 2025.507812 1637737165.3149
MEM 2025.507812 1637737165.4153
MEM 2025.507812 1637737165.5157
MEM 2025.507812 1637737165.6161
MEM 2025.507812 1637737165.7165
MEM 2025.683594 1637737165.8169
MEM 2025.683594 1637737165.9173
MEM 2025.683594 1637737166.0178
MEM 2025.683594 1637737166.1181
MEM 2025.683594 1637737166.2186
MEM 2025.683594 1637737166.3192
MEM 2025.683594 1637737166.4198
MEM 2025.683594 1637737166.5203
MEM 2025.812500 1637737166.6206
MEM 2026.312500 1637737166.7211
MEM 2026.316406 1637737166.8216
MEM 2026.316406 1637737166.9222
MEM 2026.316406 1637737167.0226
MEM 2026.316406 1637737167.1230
MEM 2026.316406 1637737167.2234
MEM 2026.316406 1637737167.3238
MEM 2026.316406 1637737167.4243
MEM 2026.316406 1637737167.5247
MEM 2026.316406 1637737167.6251
MEM 2026.316406 1637737167.7255
MEM 2026.316406 1637737167.8259
MEM 2026.316406 1637737167.9263
MEM 2026.316406 1637737168.0269
MEM 2026.316406 1637737168.1274
MEM 2026.316406 1637737168.2279
MEM 2026.316406 1637737168.3285
MEM 2026.386719 1637737168.4290
MEM 2026.386719 1637737168.5295
MEM 2026.386719 1637737168.6300
MEM 2026.386719 1637737168.7306
MEM 2026.386719 1637737168.8310
MEM 2026.386719 1637737168.9314
MEM 2026.640625 1637737169.0319
MEM 2026.640625 1637737169.1323
MEM 2026.851562 1637737169.2327
MEM 2026.851562 1637737169.3331
MEM 2026.851562 1637737169.4337
MEM 2026.851562 1637737169.5341
MEM 2026.851562 1637737169.6344
MEM 2026.851562 1637737169.7348
MEM 2026.851562 1637737169.8354
MEM 2026.851562 1637737169.9357
MEM 2026.851562 1637737170.0361
MEM 2026.851562 1637737170.1364
MEM 2026.851562 1637737170.2368
MEM 2026.851562 1637737170.3372
MEM 2026.851562 1637737170.4377
MEM 2026.851562 1637737170.5380
MEM 2026.851562 1637737170.6385
MEM 2026.851562 1637737170.7391
MEM 2026.851562 1637737170.8396
MEM 2026.851562 1637737170.9400
MEM 2026.851562 1637737171.0406
MEM 2026.851562 1637737171.1409
MEM 2027.066406 1637737171.2412
MEM 2027.066406 1637737171.3416
MEM 2027.066406 1637737171.4420
MEM 2027.066406 1637737171.5425
MEM 2027.066406 1637737171.6431
MEM 2027.066406 1637737171.7434
MEM 2027.066406 1637737171.8438
MEM 2027.066406 1637737171.9442
MEM 2027.066406 1637737172.0447
MEM 2027.066406 1637737172.1452
MEM 2027.066406 1637737172.2457
MEM 2027.066406 1637737172.3462
MEM 2027.066406 1637737172.4467
MEM 2027.066406 1637737172.5472
MEM 2027.066406 1637737172.6476
MEM 2032.347656 1637737172.7481
MEM 2032.347656 1637737172.8485
MEM 2032.347656 1637737172.9489
MEM 2032.347656 1637737173.0493
MEM 2032.636719 1637737173.1497
MEM 2032.882812 1637737173.2501
MEM 2032.882812 1637737173.3504
MEM 2032.882812 1637737173.4510
MEM 2032.882812 1637737173.5515
MEM 2032.882812 1637737173.6520
MEM 2032.882812 1637737173.7525
MEM 2032.882812 1637737173.8529
MEM 2040.414062 1637737173.9536
MEM 2040.414062 1637737174.0540
MEM 2040.414062 1637737174.1543
MEM 2040.625000 1637737174.2547
MEM 2044.941406 1637737174.3553
MEM 2044.941406 1637737174.4558
MEM 2044.941406 1637737174.5562
MEM 2044.941406 1637737174.6566
MEM 2044.941406 1637737174.7570
MEM 2044.941406 1637737174.8574
MEM 2051.507812 1637737174.9579
MEM 2068.707031 1637737175.0583
MEM 2080.253906 1637737175.1589
MEM 2087.062500 1637737175.2592
MEM 2123.906250 1637737175.3596
MEM 2123.906250 1637737175.4602
MEM 2123.906250 1637737175.5606
MEM 2129.445312 1637737175.6610
MEM 2129.445312 1637737175.7614
MEM 2134.726562 1637737175.8617
MEM 2134.726562 1637737175.9621
MEM 2134.851562 1637737176.0626
MEM 2134.898438 1637737176.1630
MEM 2134.898438 1637737176.2634
MEM 2134.898438 1637737176.3640
MEM 2134.898438 1637737176.4644
MEM 2165.300781 1637737176.5648
MEM 2165.300781 1637737176.6654
MEM 2165.296875 1637737176.7658
MEM 2165.296875 1637737176.8662
MEM 2170.062500 1637737176.9666
MEM 2175.859375 1637737177.0672
MEM 2182.414062 1637737177.1676
MEM 2182.507812 1637737177.2682
MEM 2182.507812 1637737177.3686
MEM 2182.507812 1637737177.4690
MEM 2183.535156 1637737177.5694
MEM 2194.394531 1637737177.6699
MEM 2200.964844 1637737177.7703
MEM 2213.777344 1637737177.8708
MEM 2213.777344 1637737177.9713
MEM 2213.777344 1637737178.0717
MEM 2221.523438 1637737178.1722
MEM 2233.214844 1637737178.2726
MEM 2233.273438 1637737178.3730
MEM 2245.125000 1637737178.4734
MEM 2245.125000 1637737178.5739
MEM 2249.835938 1637737178.6744
MEM 2249.835938 1637737178.7748
MEM 2262.203125 1637737178.8752
MEM 2262.203125 1637737178.9756
MEM 2282.101562 1637737179.0762
MEM 2282.101562 1637737179.1765
MEM 2282.101562 1637737179.2771
MEM 2287.222656 1637737179.3775
MEM 2287.222656 1637737179.4781
MEM 2287.222656 1637737179.5787
MEM 2293.371094 1637737179.6791
MEM 2304.187500 1637737179.7795
MEM 2316.007812 1637737179.8801
MEM 2322.058594 1637737179.9804
MEM 2327.855469 1637737180.0809
MEM 2336.164062 1637737180.1813
MEM 2339.605469 1637737180.2818
MEM 2339.605469 1637737180.3824
MEM 2339.605469 1637737180.4830
MEM 2346.000000 1637737180.5836
MEM 2346.128906 1637737180.6840
MEM 2346.128906 1637737180.7845
MEM 2346.281250 1637737180.8848
MEM 2352.648438 1637737180.9852
MEM 2352.648438 1637737181.0858
MEM 2356.707031 1637737181.1863
MEM 2356.812500 1637737181.2867
MEM 2357.070312 1637737181.3872
MEM 2357.070312 1637737181.4876
MEM 2357.070312 1637737181.5880
MEM 2363.250000 1637737181.6883
MEM 2363.378906 1637737181.7889
MEM 2363.613281 1637737181.8895
MEM 2363.613281 1637737181.9900
MEM 2363.613281 1637737182.0904
MEM 2363.613281 1637737182.1908
MEM 2363.871094 1637737182.2912
MEM 2363.871094 1637737182.3916
MEM 2363.871094 1637737182.4922
MEM 2364.066406 1637737182.5926
MEM 2364.066406 1637737182.6930
MEM 2364.066406 1637737182.7934
MEM 2364.066406 1637737182.8940
MEM 2364.066406 1637737182.9945
MEM 2364.066406 1637737183.0951
MEM 2364.066406 1637737183.1956
MEM 2364.066406 1637737183.2962
MEM 2364.066406 1637737183.3967
MEM 2364.066406 1637737183.4971
MEM 2364.066406 1637737183.5975
MEM 2364.066406 1637737183.6981
MEM 2364.066406 1637737183.7986
MEM 2364.066406 1637737183.8992
MEM 2364.066406 1637737183.9997
MEM 2364.066406 1637737184.1001
MEM 2364.066406 1637737184.2005
MEM 2364.066406 1637737184.3010
MEM 2364.066406 1637737184.4015
MEM 2364.066406 1637737184.5019
MEM 2364.066406 1637737184.6023
MEM 2364.066406 1637737184.7029
MEM 2364.066406 1637737184.8035
MEM 2364.066406 1637737184.9039
MEM 2364.066406 1637737185.0043
MEM 2364.066406 1637737185.1047
MEM 2364.066406 1637737185.2050
MEM 2364.066406 1637737185.3055
MEM 2364.066406 1637737185.4059
MEM 2364.066406 1637737185.5064
MEM 2364.066406 1637737185.6069
MEM 2370.117188 1637737185.7073
MEM 2370.117188 1637737185.8077
MEM 2370.117188 1637737185.9082
MEM 2370.117188 1637737186.0087
MEM 2370.117188 1637737186.1092
MEM 2370.117188 1637737186.2099
MEM 2370.117188 1637737186.3104
MEM 2370.117188 1637737186.4109
MEM 2370.117188 1637737186.5115
MEM 2370.117188 1637737186.6119
MEM 2370.117188 1637737186.7123
MEM 2370.117188 1637737186.8126
MEM 2370.117188 1637737186.9130
MEM 2370.117188 1637737187.0134
MEM 2370.375000 1637737187.1138
MEM 2370.375000 1637737187.2141
MEM 2370.375000 1637737187.3146
MEM 2370.375000 1637737187.4149
MEM 2370.375000 1637737187.5153
MEM 2370.375000 1637737187.6158
MEM 2370.375000 1637737187.7162
MEM 2370.632812 1637737187.8167
MEM 2370.632812 1637737187.9171
MEM 2370.632812 1637737188.0174
MEM 2370.632812 1637737188.1178
MEM 2370.632812 1637737188.2182
MEM 2370.632812 1637737188.3187
MEM 2370.632812 1637737188.4191
MEM 2370.632812 1637737188.5195
MEM 2370.632812 1637737188.6199
MEM 2370.632812 1637737188.7202
MEM 2370.632812 1637737188.8206
MEM 2370.632812 1637737188.9210
MEM 2370.890625 1637737189.0214
MEM 2370.890625 1637737189.1220
MEM 2370.890625 1637737189.2227
MEM 2370.890625 1637737189.3232
MEM 2370.890625 1637737189.4236
MEM 2370.890625 1637737189.5240
MEM 2370.890625 1637737189.6245
MEM 2376.945312 1637737189.7249
MEM 2376.945312 1637737189.8255
MEM 2376.945312 1637737189.9259
MEM 2376.945312 1637737190.0266
MEM 2376.945312 1637737190.1270
MEM 2376.945312 1637737190.2274
MEM 2376.945312 1637737190.3280
MEM 2376.945312 1637737190.4285
MEM 2376.945312 1637737190.5289
MEM 2376.945312 1637737190.6292
MEM 2376.945312 1637737190.7296
MEM 2376.945312 1637737190.8300
MEM 2376.945312 1637737190.9306
MEM 2376.945312 1637737191.0310
MEM 2376.945312 1637737191.1315
MEM 2376.945312 1637737191.2318
MEM 2376.945312 1637737191.3322
MEM 2376.945312 1637737191.4327
MEM 2376.945312 1637737191.5330
MEM 2376.945312 1637737191.6334
MEM 2376.945312 1637737191.7340
MEM 2376.945312 1637737191.8345
MEM 2376.945312 1637737191.9350
MEM 2376.945312 1637737192.0355
MEM 2376.945312 1637737192.1361
MEM 2376.945312 1637737192.2364
MEM 2376.945312 1637737192.3367
MEM 2376.945312 1637737192.4372
MEM 2376.945312 1637737192.5378
MEM 2376.945312 1637737192.6384
MEM 2376.945312 1637737192.7388
MEM 2377.460938 1637737192.8391
MEM 2377.460938 1637737192.9397
MEM 2377.460938 1637737193.0401
MEM 2377.460938 1637737193.1405
MEM 2377.460938 1637737193.2411
MEM 2377.460938 1637737193.3415
MEM 2377.460938 1637737193.4421
MEM 2377.460938 1637737193.5426
MEM 2377.460938 1637737193.6430
MEM 2377.460938 1637737193.7436
MEM 2377.460938 1637737193.8441
MEM 2377.460938 1637737193.9445
MEM 2377.460938 1637737194.0449
MEM 2377.460938 1637737194.1452
MEM 2377.460938 1637737194.2457
MEM 2377.460938 1637737194.3461
MEM 2377.460938 1637737194.4464
MEM 2377.460938 1637737194.5467
MEM 2377.460938 1637737194.6473
MEM 2377.460938 1637737194.7477
MEM 2377.460938 1637737194.8481
MEM 2377.460938 1637737194.9484
MEM 2377.460938 1637737195.0488
MEM 2377.460938 1637737195.1492
MEM 2377.460938 1637737195.2496
MEM 2377.460938 1637737195.3502
MEM 2377.460938 1637737195.4507
MEM 2377.718750 1637737195.5511
MEM 2377.718750 1637737195.6514
MEM 2377.718750 1637737195.7520
MEM 2377.718750 1637737195.8526
MEM 2377.718750 1637737195.9530
MEM 2377.718750 1637737196.0534
MEM 2377.718750 1637737196.1538
MEM 2377.976562 1637737196.2542
MEM 2377.976562 1637737196.3546
MEM 2377.976562 1637737196.4550
MEM 2377.976562 1637737196.5555
MEM 2378.234375 1637737196.6558
MEM 2378.234375 1637737196.7563
MEM 2378.492188 1637737196.8569
MEM 2378.492188 1637737196.9573
MEM 2378.492188 1637737197.0577
MEM 2378.492188 1637737197.1581
MEM 2378.492188 1637737197.2587
MEM 2378.492188 1637737197.3592
MEM 2378.492188 1637737197.4596
MEM 2378.492188 1637737197.5600
MEM 2378.492188 1637737197.6605
MEM 2378.492188 1637737197.7609
MEM 2378.492188 1637737197.8613
MEM 2378.492188 1637737197.9617
MEM 2378.492188 1637737198.0622
MEM 2378.492188 1637737198.1628
MEM 2378.492188 1637737198.2633
MEM 2378.492188 1637737198.3636
MEM 2378.492188 1637737198.4641
MEM 2378.492188 1637737198.5646
MEM 2378.492188 1637737198.6650
MEM 2378.492188 1637737198.7654
MEM 2378.492188 1637737198.8658
MEM 2378.492188 1637737198.9662
MEM 2378.492188 1637737199.0665
MEM 2378.492188 1637737199.1670
MEM 2378.492188 1637737199.2674
MEM 2378.492188 1637737199.3680
MEM 2378.492188 1637737199.4686
MEM 2378.492188 1637737199.5691
MEM 2378.492188 1637737199.6696
MEM 2378.492188 1637737199.7702
MEM 2378.492188 1637737199.8707
MEM 2378.492188 1637737199.9712
MEM 2378.492188 1637737200.0718
MEM 2378.492188 1637737200.1724
MEM 2378.492188 1637737200.2727
MEM 2378.492188 1637737200.3733
MEM 2378.492188 1637737200.4737
MEM 2378.492188 1637737200.5741
MEM 2378.492188 1637737200.6745
MEM 2378.492188 1637737200.7755
MEM 2378.492188 1637737200.8759
MEM 2378.492188 1637737200.9763
MEM 2378.492188 1637737201.0769
MEM 2378.492188 1637737201.1775
MEM 2378.492188 1637737201.2778
MEM 2378.492188 1637737201.3782
MEM 2378.492188 1637737201.4786
MEM 2378.492188 1637737201.5792
MEM 2378.492188 1637737201.6798
MEM 2378.492188 1637737201.7802
MEM 2378.492188 1637737201.8807
MEM 2378.492188 1637737201.9815
MEM 2378.492188 1637737202.0819
MEM 2378.492188 1637737202.1823
MEM 2378.492188 1637737202.2827
MEM 2378.492188 1637737202.3832
MEM 2378.492188 1637737202.4837
MEM 2378.492188 1637737202.5841
MEM 2378.492188 1637737202.6844
MEM 2378.492188 1637737202.7847
MEM 2378.492188 1637737202.8851
MEM 2378.492188 1637737202.9854
MEM 2378.492188 1637737203.0857
MEM 2378.492188 1637737203.1860
MEM 2378.492188 1637737203.2863
MEM 2378.492188 1637737203.3866
MEM 2378.492188 1637737203.4868
MEM 2378.492188 1637737203.5871
MEM 2378.492188 1637737203.6874
MEM 2378.492188 1637737203.7877
MEM 2378.492188 1637737203.8880
MEM 2378.492188 1637737203.9883
MEM 2378.492188 1637737204.0885
MEM 2378.492188 1637737204.1888
MEM 2378.492188 1637737204.2891
MEM 2378.492188 1637737204.3894
MEM 2378.492188 1637737204.4897
MEM 2378.492188 1637737204.5899
MEM 2378.492188 1637737204.6902
MEM 2378.492188 1637737204.7906
MEM 2378.492188 1637737204.8911
MEM 2378.492188 1637737204.9916
MEM 2378.492188 1637737205.0921
MEM 2378.492188 1637737205.1927
MEM 2378.492188 1637737205.2933
MEM 2378.492188 1637737205.3938
MEM 2378.492188 1637737205.4943
MEM 2378.492188 1637737205.5949
MEM 2378.492188 1637737205.6954
MEM 2378.492188 1637737205.7959
MEM 2378.492188 1637737205.8965
MEM 2378.492188 1637737205.9970
MEM 2378.492188 1637737206.0975
MEM 2378.492188 1637737206.1980
MEM 2378.492188 1637737206.2986
MEM 2378.492188 1637737206.3991
MEM 2378.492188 1637737206.4996
